geneNames	transcriptNames	id	fc	pval	qval
eccCa	gene-DIJ64_RS00250	47	1.17083959393693	0.00909490105058097	0.723350105883953
.	gene-DIJ64_RS04580	956	1.50782208123347	0.00936260351516394	0.723350105883953
coaA	gene-DIJ64_RS10735	2227	0.689995034314361	0.00941901395450317	0.723350105883953
.	gene-DIJ64_RS04585	957	0.939932884383441	0.00964593508703349	0.723350105883953
.	gene-DIJ64_RS01900	370	9.02568362954675	0.00968685198839636	0.723350105883953
.	gene-DIJ64_RS20195	58	1.32637385828906	0.0100272421479124	0.723350105883953
sucB	gene-DIJ64_RS04665	975	1.29711955124391	0.0106641872800317	0.723350105883953
.	gene-DIJ64_RS03135	635	1.38752305437309	0.0108752988194405	0.723350105883953
eccA	gene-DIJ64_RS08430	1743	1.149691339812	0.0110629244188469	0.723350105883953
.	gene-DIJ64_RS05755	1182	1.40598013277109	0.0111163446023888	0.723350105883953
.	gene-DIJ64_RS03795	773	0.689445594195188	0.0119146912900143	0.723350105883953
pgi	gene-DIJ64_RS00775	148	1.29217687426261	0.0121555303115435	0.723350105883953
.	gene-DIJ64_RS10825	2245	0.904307186143113	0.0123631244377556	0.723350105883953
.	gene-DIJ64_RS02170	430	1.43771490260073	0.0128971118848099	0.723350105883953
.	gene-DIJ64_RS18255	1483	0.920294235617408	0.0131920425934458	0.723350105883953
.	gene-DIJ64_RS13530	2831	1.3904684008843	0.0133142641979147	0.723350105883953
.	gene-DIJ64_RS13545	2833	1.21526051474976	0.0134735646582701	0.723350105883953
.	gene-DIJ64_RS20035	2478	0.615908398347195	0.0134983067885146	0.723350105883953
.	gene-DIJ64_RS13055	2727	1.15788116733467	0.0141934745026515	0.723350105883953
.	gene-DIJ64_RS21530	1613	1.25385890315174	0.0144113148838556	0.723350105883953
.	gene-DIJ64_RS08420	1741	1.17680367725848	0.0146843898007555	0.723350105883953
.	gene-DIJ64_RS04645	971	1.34085515470196	0.0149841075936903	0.723350105883953
.	gene-DIJ64_RS18965	2400	2.0182659689473	0.0153985252360502	0.723350105883953
.	MSTRG.456.1	520	1.13901436054236	0.0155310917858906	0.723350105883953
.	gene-DIJ64_RS11350	2356	1.10811843722512	0.0161066522832015	0.723350105883953
.	gene-DIJ64_RS05070	1049	1.16397493156013	0.0163882041586294	0.723350105883953
rpmG	gene-DIJ64_RS10490	2176	1.13492438507692	0.0164082487371309	0.723350105883953
.	gene-DIJ64_RS05605	1152	1.13709476609178	0.0167962980701828	0.723350105883953
.	gene-DIJ64_RS21690	1847	0.0531395038678638	0.0168056948054042	0.723350105883953
.	gene-DIJ64_RS04395	900	0.0510325852106228	0.0168056948054042	0.723350105883953
.	MSTRG.1724.5	1995	0.0226411408585225	0.0168056948054042	0.723350105883953
.	gene-DIJ64_RS12635	2633	1.23994843388402	0.0168089292619406	0.723350105883953
.	gene-DIJ64_RS21260	1071	0.949932660279604	0.0170218688037617	0.723350105883953
.	gene-DIJ64_RS14360	2993	0.883346295273109	0.0172982579272108	0.723350105883953
.	rna-DIJ64_RS13625	2846	0.637916629963448	0.0174529770642231	0.723350105883953
rpmE	gene-DIJ64_RS06100	1252	1.2570564241401	0.0174985723038524	0.723350105883953
.	gene-DIJ64_RS10630	2203	1.33892720567368	0.0178575056032345	0.723350105883953
.	gene-DIJ64_RS00935	177	1.32130733253047	0.017865049908758	0.723350105883953
.	gene-DIJ64_RS20870	169	0.571616229354353	0.0186686821753514	0.723350105883953
.	gene-DIJ64_RS14470	3024	1.09502704829851	0.0188681523963758	0.723350105883953
.	gene-DIJ64_RS18710	2039	1.18347870839386	0.0191107736362843	0.723350105883953
.	gene-DIJ64_RS21040	495	1.28764363614735	0.0194872229361827	0.723350105883953
.	gene-DIJ64_RS08340	1719	1.01719960148689	0.0197195666363734	0.723350105883953
.	gene-DIJ64_RS07185	1487	0.799077603842959	0.0197485525989283	0.723350105883953
.	gene-DIJ64_RS05670	1165	1.16587765566782	0.0198910891120695	0.723350105883953
.	gene-DIJ64_RS05255	1083	1.39343428906472	0.0199380130787374	0.723350105883953
.	gene-DIJ64_RS09330	1932	1.27276308010538	0.0199419318814973	0.723350105883953
.	gene-DIJ64_RS16625	2050	0.851606447272204	0.0199749534015028	0.723350105883953
.	gene-DIJ64_RS19605	361	1.41806538252029	0.0200932883434215	0.723350105883953
.	gene-DIJ64_RS04870	1014	1.28570069918448	0.020253759365535	0.723350105883953
.	gene-DIJ64_RS15750	2579	1.40803153640873	0.0204033030133537	0.723350105883953
.	gene-DIJ64_RS18140	1278	1.20737902369274	0.0206265961869125	0.723350105883953
eccCa	gene-DIJ64_RS13945	2914	1.30023555838657	0.0206913324938671	0.723350105883953
.	gene-DIJ64_RS13925	2909	1.48275498777913	0.0207659322568243	0.723350105883953
.	gene-DIJ64_RS12110	2519	1.11396468768061	0.0207734433146798	0.723350105883953
.	gene-DIJ64_RS00710	134	1.10418050508032	0.0208536629948965	0.723350105883953
.	gene-DIJ64_RS04005	818	1.40384264033585	0.0209213627699149	0.723350105883953
.	gene-DIJ64_RS12535	2616	1.47933915442351	0.0218768006953409	0.730650441643621
.	gene-DIJ64_RS02175	431	1.49891565655659	0.0218821618422252	0.730650441643621
.	gene-DIJ64_RS16405	1346	1.28268615492291	0.0220160495937112	0.730650441643621
.	gene-DIJ64_RS19655	669	1.44788258947766	0.0224700253299656	0.730650441643621
uvrC	gene-DIJ64_RS03040	614	0.841242031938809	0.0224737898184291	0.730650441643621
.	MSTRG.791.1	925	1.20055613584433	0.022848248928798	0.730650441643621
.	gene-DIJ64_RS21355	1288	0.447106151186874	0.0229354406742084	0.730650441643621
.	gene-DIJ64_RS20480	1363	1.20146141627099	0.023139835605575	0.730650441643621
.	gene-DIJ64_RS09220	1910	0.637150814418771	0.0238833031615875	0.730650441643621
.	gene-DIJ64_RS02970	601	0.980359991383402	0.023900014789473	0.730650441643621
fgd	gene-DIJ64_RS01460	282	20.6959600074565	0.0241327409915311	0.730650441643621
.	gene-DIJ64_RS16300	955	1.36553560878182	0.0242829569888363	0.730650441643621
.	gene-DIJ64_RS20605	2143	1.60445008042986	0.0243237849910704	0.730650441643621
.	gene-DIJ64_RS15300	1107	0.882240426479026	0.0245331431535923	0.730650441643621
kasB	gene-DIJ64_RS09100	1887	0.65878301492875	0.0257238911651787	0.753562646458874
.	gene-DIJ64_RS10670	2214	1.21627769008524	0.0258035081732926	0.753562646458874
ppc	gene-DIJ64_RS03150	638	1.16531784180198	0.0274156141207507	0.776534243596714
.	gene-DIJ64_RS21130	722	0.439714956323497	0.0276936762486002	0.776534243596714
.	gene-DIJ64_RS21510	1599	0.955715054339421	0.0282800005001727	0.776534243596714
fadD26	gene-DIJ64_RS12970	2707	0.55002923679936	0.0289922214160654	0.776534243596714
coaE	gene-DIJ64_RS07555	1560	1.1593326520318	0.0290593917068256	0.776534243596714
.	gene-DIJ64_RS22045	2529	1.20721849780402	0.0291902855220754	0.776534243596714
.	MSTRG.202.1	226	1.70846410391108	0.0292949470972601	0.776534243596714
.	gene-DIJ64_RS19390	2923	1.29298257772921	0.0294928020088071	0.776534243596714
.	gene-DIJ64_RS05385	1110	0.779946756232334	0.0298886540276958	0.776534243596714
prcB	gene-DIJ64_RS07190	1488	1.29245331476556	0.0298972072478774	0.776534243596714
.	MSTRG.2290.1	2612	0.878756514604013	0.0300296710073432	0.776534243596714
.	gene-DIJ64_RS08185	1685	1.18696767267325	0.0301289098593653	0.776534243596714
.	gene-DIJ64_RS20025	2425	0.723613689948309	0.0301295571143783	0.776534243596714
thrC	gene-DIJ64_RS06080	1249	2.40757119256935	0.0304449787194983	0.776534243596714
.	gene-DIJ64_RS16005	38	1.57441694009344	0.0304624470559881	0.776534243596714
.	gene-DIJ64_RS10025	2077	0.915292262931764	0.0308332530591073	0.779381724384831
era	gene-DIJ64_RS03445	701	0.636154869102069	0.0317218831610262	0.781421088631581
.	gene-DIJ64_RS17710	748	1.41174215589161	0.031940172635053	0.781421088631581
.	gene-DIJ64_RS12320	2566	1.423474852912	0.0323946304104525	0.781421088631581
.	gene-DIJ64_RS02305	461	1.29571146954905	0.0324923241092558	0.781421088631581
.	gene-DIJ64_RS14725	3075	1.25476262005034	0.0326256986325899	0.781421088631581
.	gene-DIJ64_RS14500	3031	1.23475892620832	0.0326590590598483	0.781421088631581
.	gene-DIJ64_RS06595	1357	0.742792609794264	0.0329675608989088	0.781421088631581
.	gene-DIJ64_RS09445	1956	1.1236634751701	0.0329921802713466	0.781421088631581
.	rna-DIJ64_RS08135	1670	0.459367170373241	0.0337885403762355	0.78630748590765
.	gene-DIJ64_RS01650	322	1.61384466035248	0.0339788838670487	0.78630748590765
.	gene-DIJ64_RS20245	352	1.36563126059891	0.0339827038457429	0.78630748590765
.	gene-DIJ64_RS06010	1235	1.04509134834062	0.034793684642781	0.790830437520363
.	gene-DIJ64_RS21725	1876	1.06963751085939	0.0348301653108226	0.790830437520363
.	gene-DIJ64_RS10585	2194	0.827861516350511	0.0352290413499634	0.790830437520363
.	gene-DIJ64_RS21385	1320	1.15391133171158	0.03522981337358	0.790830437520363
.	gene-DIJ64_RS21675	1773	0.877041699258284	0.0358060163355248	0.79781108990562
typA	gene-DIJ64_RS08215	1693	1.06722789862232	0.0361499419224627	0.799551656637998
.	gene-DIJ64_RS10550	2187	0.782159469293931	0.0368041445082096	0.808079318837185
.	gene-DIJ64_RS04965	1032	1.15925279548966	0.0376802629783386	0.816771383325604
.	gene-DIJ64_RS19440	2991	1.32642201450428	0.0377430925140488	0.816771383325604
regX	gene-DIJ64_RS13420	2807	1.07150000092442	0.0380409502592907	0.816992533127822
.	gene-DIJ64_RS04620	965	1.06079304025482	0.038897339915116	0.816992533127822
.	gene-DIJ64_RS15615	2251	1.65486404822105	0.0391965050371306	0.816992533127822
.	gene-DIJ64_RS19575	258	1.56981914541276	0.0391969137428236	0.816992533127822
.	gene-DIJ64_RS14035	2930	1.76271083511541	0.0395242552888739	0.816992533127822
mhuD	gene-DIJ64_RS10565	2190	1.25408974325986	0.0397005240548278	0.816992533127822
hisD	gene-DIJ64_RS06840	1410	0.721332194840328	0.0401258026528677	0.816992533127822
.	rna-DIJ64_RS01415	273	1.35588498757442	0.0407712403212553	0.816992533127822
.	gene-DIJ64_RS09705	2011	1.02937937619143	0.0407725580565703	0.816992533127822
.	gene-DIJ64_RS02760	560	1.21034632775375	0.0410907700633329	0.816992533127822
.	gene-DIJ64_RS22060	2577	1.54947009094963	0.0416053284552853	0.816992533127822
rfbA	gene-DIJ64_RS13790	2879	0.843840779446767	0.0418103070564	0.816992533127822
.	gene-DIJ64_RS16620	2043	0.715931121408443	0.0420133332476755	0.816992533127822
.	gene-DIJ64_RS12715	2651	0.818456416394895	0.0425878144017791	0.816992533127822
.	gene-DIJ64_RS21585	1695	1.30797676133779	0.0431873469655655	0.816992533127822
.	gene-DIJ64_RS18795	2149	2.14198170716028	0.0435665251309856	0.816992533127822
.	gene-DIJ64_RS16270	872	1.14434328738989	0.0436008769098559	0.816992533127822
.	gene-DIJ64_RS19630	502	1.34236968431785	0.0449530206760982	0.816992533127822
.	gene-DIJ64_RS12645	2635	1.20073204495604	0.0453044629890618	0.816992533127822
sucC	gene-DIJ64_RS00805	153	1.10929399111585	0.0458269256864747	0.816992533127822
.	gene-DIJ64_RS12810	2673	0.275858430616475	0.0460190190352319	0.816992533127822
.	gene-DIJ64_RS20155	2971	1.44224924159617	0.0467517813096103	0.816992533127822
.	gene-DIJ64_RS20290	498	1.48712724321007	0.0468338267234126	0.816992533127822
.	gene-DIJ64_RS03495	711	1.24391771570926	0.0468505703895365	0.816992533127822
.	gene-DIJ64_RS19060	2520	1.41314202500928	0.0471150474329705	0.816992533127822
.	gene-DIJ64_RS00065	11	1.3146617280501	0.0472063170115331	0.816992533127822
.	gene-DIJ64_RS18525	1780	7.59902647297841	0.0474001213022764	0.816992533127822
.	gene-DIJ64_RS05875	1206	0.745089196008627	0.0475411934729414	0.816992533127822
.	gene-DIJ64_RS16680	2206	1.85799895087655	0.047691408734082	0.816992533127822
.	gene-DIJ64_RS09230	1912	0.742409538142663	0.0477930926121407	0.816992533127822
.	gene-DIJ64_RS04480	930	0.395238636530797	0.0481613738907684	0.816992533127822
.	gene-DIJ64_RS21865	2242	2.20168137254891	0.0482341440599413	0.816992533127822
.	gene-DIJ64_RS08955	1854	1.1353993503319	0.0489223885327392	0.816992533127822
.	gene-DIJ64_RS07905	1626	1.18842241444226	0.0491281751547152	0.816992533127822
